Transaction_ID,Company_ID,Product_ID,Quantity,Transaction_Date,Product_Price,Total_Cost,missing_company,invalid_company,missing_product,invalid_product,missing_price,missing_date,missing_qty,missing_total_cost
201,67,14,4.0,2022-10-18,,644000.0,False,False,False,False,True,False,False,False
209,45,6,,,181652.8524649946,2867200.0,False,False,False,False,False,True,True,False
225,35,5,19.0,,77277.21434266861,,False,False,False,False,False,True,False,True
227,19,14,2.0,2024-02-17,,128800.0,False,False,False,False,True,False,False,False
240,27,14,15.0,,140781.49677568392,,False,False,False,False,False,True,False,True
,24,19,1.0,,,95200.0,False,False,False,False,True,True,False,False
243,100,14,6.0,2024-10-16,131782.42301984556,,False,False,False,False,False,False,False,True
244,89,7,,,142908.6228321495,1965600.0,False,False,False,False,False,True,True,False
254,81,15,0.0,2021-07-31,104019.9086996883,,False,False,False,False,False,False,False,True
259,96,1,5.0,,136238.14352097784,,False,False,False,False,False,True,False,True
263,44,18,5.0,2021-04-07,,806400.0,False,False,False,False,True,False,False,False
264,5,1,6.0,,,980000.0,False,False,False,False,True,True,False,False
267,71,13,13.0,2023-08-15,,2548000.0,False,False,False,False,True,False,False,False
268,68,15,12.0,2024-08-17,,1209600.0,False,False,False,False,True,False,False,False
273,100,12,,,78146.35486850394,504000.0,False,False,False,False,False,True,True,False
274,2,10,4.0,,90165.94270415312,,False,False,False,False,False,True,False,True
278,84,2,17.0,,171267.94910364217,,False,False,False,False,False,True,False,True
285,88,19,,,92585.61999859707,1808800.0,False,False,False,False,False,True,True,False
287,66,2,8.0,,,1176000.0,False,False,False,False,True,True,False,False
290,96,14,,,135237.89889349867,2318400.0,False,False,False,False,False,True,True,False
303,64,5,9.0,,76620.76614712416,,False,False,False,False,False,True,False,True
312,57,5,,2023-12-16,91881.94742774458,1176000.0,False,False,False,False,False,False,True,False
314,39,12,,,91340.58670119684,672000.0,False,False,False,False,False,True,True,False
317,72,6,12.0,,,2329600.0,False,False,False,False,True,True,False,False
324,81,10,15.0,,85279.421552755,,False,False,False,False,False,True,False,True
328,34,19,,2024-07-18,97158.74183374071,380800.0,False,False,False,False,False,False,True,False
329,41,9,15.0,,112494.69555526548,,False,False,False,False,False,True,False,True
351,27,1,12.0,2023-04-03,143468.37807698335,,False,False,False,False,False,False,False,True
358,80,18,,,129055.87216265016,,False,False,False,False,False,True,True,True
364,12,4,,,117303.56955230204,2464000.0,False,False,False,False,False,True,True,False
377,24,17,19.0,2021-06-30,183313.3445900712,,False,False,False,False,False,False,False,True
387,83,14,,2024-01-17,117567.95800846124,1932000.0,False,False,False,False,False,False,True,False
395,81,11,13.0,2021-10-18,162373.47717047154,,False,False,False,False,False,False,False,True
400,91,20,,2022-12-23,209887.11512248332,4032000.0,False,False,False,False,False,False,True,False
403,31,2,,2021-02-27,183010.26893088568,840000.0,False,False,False,False,False,False,True,False
406,30,15,11.0,,,1209600.0,False,False,False,False,True,True,False,False
420,78,5,,,84553.47096102119,84000.0,False,False,False,False,False,True,True,False
426,25,1,,,130169.22050254884,560000.0,False,False,False,False,False,True,True,False
431,35,10,,,,1254400.0,False,False,False,False,True,True,True,False
434,48,6,8.0,,,1612800.0,False,False,False,False,True,True,False,False
440,42,9,,,101884.57645605016,1568000.0,False,False,False,False,False,True,True,False
442,41,12,17.0,2022-05-18,82487.52211276823,,False,False,False,False,False,False,False,True
447,10,12,15.0,,90041.74886662989,,False,False,False,False,False,True,False,True
,23,11,11.0,2022-10-31,,1724800.0,False,False,False,False,True,False,False,False
460,17,15,8.0,,93953.63982337652,,False,False,False,False,False,True,False,True
463,84,4,,,,1848000.0,False,False,False,False,True,True,True,False
464,3,5,,,,84000.0,False,False,False,False,True,True,True,False
470,31,5,18.0,,85837.87168983583,,False,False,False,False,False,True,False,True
474,65,4,,2024-10-20,116961.35512970586,492800.0,False,False,False,False,False,False,True,False
479,7,7,12.0,,,1814400.0,False,False,False,False,True,True,False,False
486,83,3,2.0,,102059.5969114174,,False,False,False,False,False,True,False,True
487,26,11,10.0,,,1411200.0,False,False,False,False,True,True,False,False
490,24,3,,2022-10-02,106247.06824300771,302400.0,False,False,False,False,False,False,True,False
,80,12,,,,1428000.0,False,False,False,False,True,True,True,False
494,57,10,,,83105.38388607449,896000.0,False,False,False,False,False,True,True,False
497,64,9,,,,,False,False,False,False,True,True,True,True
,67,11,6.0,,,1097600.0,False,False,False,False,True,True,False,False
499,31,11,,2023-04-03,161628.54301794554,940800.0,False,False,False,False,False,False,True,False
,10,13,14.0,,,2548000.0,False,False,False,False,True,True,False,False
510,61,2,20.0,2023-09-16,,3192000.0,False,False,False,False,True,False,False,False
515,39,17,16.0,,,,False,False,False,False,True,True,False,True
517,4,12,11.0,,,924000.0,False,False,False,False,True,True,False,False
523,92,9,,,115631.45325822908,672000.0,False,False,False,False,False,True,True,False
546,71,13,18.0,2022-09-30,208697.62098642447,,False,False,False,False,False,False,False,True
551,19,17,,,181933.8200268848,3024000.0,False,False,False,False,False,True,True,False
556,79,15,14.0,,,,False,False,False,False,True,True,False,True
557,93,14,17.0,,,2060800.0,False,False,False,False,True,True,False,False
567,95,10,,2023-05-01,90668.85029209065,896000.0,False,False,False,False,False,False,True,False
576,35,2,9.0,,,1680000.0,False,False,False,False,True,True,False,False
580,9,5,,,79109.38818587344,672000.0,False,False,False,False,False,True,True,False
585,7,1,,,150103.5617038172,1400000.0,False,False,False,False,False,True,True,False
594,39,20,,,226875.10170831432,,False,False,False,False,False,True,True,True
597,5,20,12.0,,211476.8068934188,,False,False,False,False,False,True,False,True
599,69,15,,,102113.9210113399,806400.0,False,False,False,False,False,True,True,False
606,25,13,15.0,2023-04-07,196614.027895542,,False,False,False,False,False,False,False,True
,5,3,0.0,,95380.0541991919,,False,False,False,False,False,True,False,True
609,73,18,7.0,,,1075200.0,False,False,False,False,True,True,False,False
,10,18,9.0,,,1075200.0,False,False,False,False,True,True,False,False
613,92,11,10.0,,,1568000.0,False,False,False,False,True,True,False,False
615,9,6,,,178053.38367377472,2508800.0,False,False,False,False,False,True,True,False
616,92,9,,,107245.63141987356,784000.0,False,False,False,False,False,True,True,False
623,29,2,,,168214.20959798837,,False,False,False,False,False,True,True,True
625,85,10,14.0,2022-02-18,,1164800.0,False,False,False,False,True,False,False,False
637,20,13,,,185011.69129386355,,False,False,False,False,False,True,True,True
642,27,15,,,109043.3988248614,1612800.0,False,False,False,False,False,True,True,False
643,94,13,10.0,,203397.4441090915,,False,False,False,False,False,True,False,True
644,92,3,2.0,2022-09-28,106745.72848877026,,False,False,False,False,False,False,False,True
648,7,9,7.0,,,672000.0,False,False,False,False,True,True,False,False
649,70,12,7.0,,,672000.0,False,False,False,False,True,True,False,False
656,54,2,18.0,,,3192000.0,False,False,False,False,True,True,False,False
663,66,15,,,94065.65852685506,806400.0,False,False,False,False,False,True,True,False
667,100,18,11.0,2021-01-20,145879.87019969855,,False,False,False,False,False,False,False,True
,77,18,15.0,,143000.28107776146,,False,False,False,False,False,True,False,True
,89,2,12.0,,,2184000.0,False,False,False,False,True,True,False,False
694,57,17,,2021-05-31,177391.61586929992,672000.0,False,False,False,False,False,False,True,False
696,82,5,,,80680.60465896438,1428000.0,False,False,False,False,False,True,True,False
697,58,17,,,153352.85502422904,840000.0,False,False,False,False,False,True,True,False
710,65,12,18.0,,91995.43358144892,,False,False,False,False,False,True,False,True
711,68,18,,,125724.31822434858,1209600.0,False,False,False,False,False,True,True,False
712,44,5,,,,756000.0,False,False,False,False,True,True,True,False
723,56,15,,,107590.71067405364,1915200.0,False,False,False,False,False,True,True,False
728,29,1,,2024-05-14,140444.1316195163,2800000.0,False,False,False,False,False,False,True,False
731,61,1,16.0,,,2100000.0,False,False,False,False,True,True,False,False
733,93,3,9.0,,102302.47531535724,,False,False,False,False,False,True,False,True
742,9,18,11.0,,129600.45454790285,,False,False,False,False,False,True,False,True
750,93,11,,,155680.0268130728,470400.0,False,False,False,False,False,True,True,False
755,43,6,,,190028.76337640663,716800.0,False,False,False,False,False,True,True,False
779,4,13,,,195635.4950059805,2940000.0,False,False,False,False,False,True,True,False
782,68,2,,,157517.1568437246,840000.0,False,False,False,False,False,True,True,False
784,75,1,,,144083.1120393242,2380000.0,False,False,False,False,False,True,True,False
792,95,1,,,,1960000.0,False,False,False,False,True,True,True,False
796,24,5,10.0,,83330.60808751493,,False,False,False,False,False,True,False,True
797,66,11,20.0,,,2979200.0,False,False,False,False,True,True,False,False
802,5,14,,,139152.21505054907,772800.0,False,False,False,False,False,True,True,False
804,50,17,2.0,2021-02-12,,,False,False,False,False,True,False,False,True
810,27,12,7.0,2022-01-30,91355.97925799747,,False,False,False,False,False,False,False,True
813,39,5,,,83583.23101375524,1512000.0,False,False,False,False,False,True,True,False
,19,17,,,178368.45247857246,1848000.0,False,False,False,False,False,True,True,False
827,58,5,,,86682.50187893635,1428000.0,False,False,False,False,False,True,True,False
831,17,2,,,164007.937782129,2856000.0,False,False,False,False,False,True,True,False
832,96,15,,2023-04-29,107921.64030018177,1411200.0,False,False,False,False,False,False,True,False
836,16,14,9.0,,120604.73743345476,,False,False,False,False,False,True,False,True
840,85,1,17.0,2022-03-07,153768.2506901587,,False,False,False,False,False,False,False,True
847,57,11,12.0,,154171.46516720083,,False,False,False,False,False,True,False,True
852,24,7,,,164802.34623834817,302400.0,False,False,False,False,False,True,True,False
872,72,20,8.0,2021-06-15,220291.6591537699,,False,False,False,False,False,False,False,True
874,94,6,,,,1075200.0,False,False,False,False,True,True,True,False
877,82,6,17.0,,169102.92870753334,,False,False,False,False,False,True,False,True
,66,3,18.0,,95626.63499533186,,False,False,False,False,False,True,False,True
883,33,6,15.0,2021-01-30,,2508800.0,False,False,False,False,True,False,False,False
884,45,18,,2021-10-07,132128.65949984835,1209600.0,False,False,False,False,False,False,True,False
898,9,4,1.0,,118273.24978586612,,False,False,False,False,False,True,False,True
904,30,10,13.0,,85876.16966101591,,False,False,False,False,False,True,False,True
908,48,10,,,95685.08750026904,985600.0,False,False,False,False,False,True,True,False
911,23,3,,2021-10-27,109958.738073777,1108800.0,False,False,False,False,False,False,True,False
923,37,2,,,175535.0371064907,2856000.0,False,False,False,False,False,True,True,False
926,94,6,19.0,,,3404800.0,False,False,False,False,True,True,False,False
931,86,17,,,177841.6562845421,168000.0,False,False,False,False,False,True,True,False
933,19,20,21.0,,213503.5969509796,,False,False,False,False,False,True,False,True
934,34,7,,,146963.22824851953,604800.0,False,False,False,False,False,True,True,False
939,10,14,14.0,,,1932000.0,False,False,False,False,True,True,False,False
940,56,9,,,110796.27247741928,672000.0,False,False,False,False,False,True,True,False
954,67,5,,2023-02-19,91722.62035063952,1680000.0,False,False,False,False,False,False,True,False
960,2,1,0.0,2021-01-16,145439.30890339424,,False,False,False,False,False,False,False,True
964,87,9,,,120249.5058310063,1120000.0,False,False,False,False,False,True,True,False
985,51,3,,,96031.02252659964,1108800.0,False,False,False,False,False,True,True,False
987,90,7,14.0,2023-12-13,164745.8488498005,,False,False,False,False,False,False,False,True
990,96,12,,,87105.67722847692,504000.0,False,False,False,False,False,True,True,False
994,67,17,2.0,2021-01-09,,504000.0,False,False,False,False,True,False,False,False
1002,65,15,2.0,,91262.97414485407,,False,False,False,False,False,True,False,True
1004,84,1,20.0,,,2660000.0,False,False,False,False,True,True,False,False
1005,4,9,,,120520.41781135516,672000.0,False,False,False,False,False,True,True,False
1011,86,19,20.0,,,1808800.0,False,False,False,False,True,True,False,False
1013,31,12,8.0,,84438.05585730562,,False,False,False,False,False,True,False,True
1016,97,17,6.0,,,1176000.0,False,False,False,False,True,True,False,False
1017,75,10,20.0,,84912.40620093785,,False,False,False,False,False,True,False,True
1021,23,3,8.0,,,806400.0,False,False,False,False,True,True,False,False
1028,43,14,0.0,2023-04-18,,128800.0,False,False,False,False,True,False,False,False
1036,85,19,,,,190400.0,False,False,False,False,True,True,True,False
1045,85,7,18.0,,,2872800.0,False,False,False,False,True,True,False,False
1050,29,1,11.0,,,1680000.0,False,False,False,False,True,True,False,False
,39,15,8.0,,,806400.0,False,False,False,False,True,True,False,False
1054,93,19,9.0,,102195.30584461076,,False,False,False,False,False,True,False,True
,64,6,,,,1075200.0,False,False,False,False,True,True,True,False
1065,1,1,16.0,2023-04-18,149895.48006486404,,False,False,False,False,False,False,False,True
1080,19,12,5.0,,,504000.0,False,False,False,False,True,True,False,False
1087,62,10,19.0,2020-11-24,96082.3700039608,,False,False,False,False,False,False,False,True
1097,22,18,5.0,,,672000.0,False,False,False,False,True,True,False,False
1099,91,17,14.0,,,,False,False,False,False,True,True,False,True
,90,18,11.0,,129525.33036842442,,False,False,False,False,False,True,False,True
1111,83,15,18.0,,100861.3289236223,,False,False,False,False,False,True,False,True
,29,17,,2024-10-02,171409.6159340132,1848000.0,False,False,False,False,False,False,True,False
1115,78,3,,2024-09-04,97439.1729911818,1008000.0,False,False,False,False,False,False,True,False
1120,93,15,,,107881.14039827517,403200.0,False,False,False,False,False,True,True,False
1122,17,15,,,106908.18153248644,1814400.0,False,False,False,False,False,True,True,False
1128,51,4,6.0,,115417.09119287776,,False,False,False,False,False,True,False,True
1130,56,20,12.0,2023-11-01,,2464000.0,False,False,False,False,True,False,False,False
1137,92,13,15.0,,,2940000.0,False,False,False,False,True,True,False,False
1143,60,13,11.0,2021-05-28,192045.7778165072,,False,False,False,False,False,False,False,True
1148,32,14,,,132315.3069776118,772800.0,False,False,False,False,False,True,True,False
,84,5,8.0,,83568.04675995781,,False,False,False,False,False,True,False,True
1161,79,20,4.0,,,672000.0,False,False,False,False,True,True,False,False
1166,23,4,2.0,,122426.80629767213,,False,False,False,False,False,True,False,True
1173,46,17,19.0,2023-11-19,181458.34420011903,,False,False,False,False,False,False,False,True
1174,33,12,,,87624.63587985678,756000.0,False,False,False,False,False,True,True,False
1177,20,11,5.0,,161686.60318165738,,False,False,False,False,False,True,False,True
1190,45,17,6.0,,172470.90995688742,,False,False,False,False,False,True,False,True
1193,15,4,,,127233.03584216352,2217600.0,False,False,False,False,False,True,True,False
1194,5,18,13.0,,125372.07850656142,,False,False,False,False,False,True,False,True
1202,46,13,18.0,,,3724000.0,False,False,False,False,True,True,False,False
1204,9,3,3.0,,100540.50981348172,,False,False,False,False,False,True,False,True
,33,14,10.0,,128725.14056357612,,False,False,False,False,False,True,False,True
1214,9,6,7.0,,178378.5037361637,,False,False,False,False,False,True,False,True
1220,23,6,8.0,2022-11-24,179226.63769136128,,False,False,False,False,False,False,False,True
1226,2,1,,,152370.94187207444,1820000.0,False,False,False,False,False,True,True,False
1227,89,11,18.0,,,2979200.0,False,False,False,False,True,True,False,False
1228,57,13,,,193690.6430856555,2548000.0,False,False,False,False,False,True,True,False
,72,13,10.0,2024-02-27,192061.63670886992,,False,False,False,False,False,False,False,True
1249,97,6,9.0,,167997.4248896857,,False,False,False,False,False,True,False,True
1250,77,20,10.0,2024-09-18,,,False,False,False,False,True,False,False,True
1254,16,4,13.0,,116999.32731538144,,False,False,False,False,False,True,False,True
1258,84,7,10.0,2022-02-23,,1663200.0,False,False,False,False,True,False,False,False
1260,69,11,18.0,2023-05-04,,2665600.0,False,False,False,False,True,False,False,False
1261,32,12,,2022-11-08,,168000.0,False,False,False,False,True,False,True,False
1263,10,3,9.0,,,806400.0,False,False,False,False,True,True,False,False
1265,22,3,5.0,,,604800.0,False,False,False,False,True,True,False,False
1279,3,12,,,,,False,False,False,False,True,True,True,True
1288,98,14,,2023-07-24,135313.82333450217,901600.0,False,False,False,False,False,False,True,False
1292,67,3,8.0,,92080.46360691926,,False,False,False,False,False,True,False,True
1296,56,2,8.0,2021-08-08,155100.8503304159,,False,False,False,False,False,False,False,True
1309,49,11,,2022-05-18,161819.71402380575,2665600.0,False,False,False,False,False,False,True,False
1311,41,9,,,109391.29669606936,1008000.0,False,False,False,False,False,True,True,False
1313,7,10,,,86471.19385138016,,False,False,False,False,False,True,True,True
1315,1,11,4.0,,,784000.0,False,False,False,False,True,True,False,False
1317,56,19,,,,190400.0,False,False,False,False,True,True,True,False
,72,1,,2022-08-28,126800.5728664492,1540000.0,False,False,False,False,False,False,True,False
,66,7,19.0,,,3024000.0,False,False,False,False,True,True,False,False
1332,84,5,2.0,,78371.27049117767,,False,False,False,False,False,True,False,True
1334,27,15,,,98672.36184347,302400.0,False,False,False,False,False,True,True,False
1335,47,19,6.0,,,571200.0,False,False,False,False,True,True,False,False
1336,38,2,16.0,,,2688000.0,False,False,False,False,True,True,False,False
1347,31,18,5.0,,,672000.0,False,False,False,False,True,True,False,False
1350,59,12,,2022-01-03,81087.88603776749,924000.0,False,False,False,False,False,False,True,False
1355,57,3,16.0,2024-03-06,,1713600.0,False,False,False,False,True,False,False,False
1356,71,7,,2022-01-08,158318.19402407305,2116800.0,False,False,False,False,False,False,True,False
1363,92,5,19.0,,,1680000.0,False,False,False,False,True,True,False,False
1367,9,15,5.0,,97322.9540843982,,False,False,False,False,False,True,False,True
1373,25,17,,,157079.5305240792,,False,False,False,False,False,True,True,True
1375,46,3,5.0,,97471.090046397,,False,False,False,False,False,True,False,True
1377,10,4,3.0,,,369600.0,False,False,False,False,True,True,False,False
1381,46,7,8.0,,153397.9733682642,,False,False,False,False,False,True,False,True
1392,45,1,,,131108.07963631538,1260000.0,False,False,False,False,False,True,True,False
1398,59,15,,,109537.67451704232,604800.0,False,False,False,False,False,True,True,False
1402,42,14,,,118931.48623548583,,False,False,False,False,False,True,True,True
1411,69,5,,,88434.7354523159,672000.0,False,False,False,False,False,True,True,False
1413,33,6,,,181213.1874744715,2150400.0,False,False,False,False,False,True,True,False
1416,46,7,4.0,,142729.1465267129,,False,False,False,False,False,True,False,True
1420,30,13,13.0,2024-03-18,185029.94010603655,,False,False,False,False,False,False,False,True
1421,88,14,15.0,,,2060800.0,False,False,False,False,True,True,False,False
1430,64,15,,,95571.74953153847,1612800.0,False,False,False,False,False,True,True,False
1434,80,2,,,181411.57712898328,2520000.0,False,False,False,False,False,True,True,False
1440,62,4,19.0,,118220.94574541465,,False,False,False,False,False,True,False,True
1442,38,15,7.0,,98504.3691709131,,False,False,False,False,False,True,False,True
,64,12,2.0,,,168000.0,False,False,False,False,True,True,False,False
,25,5,9.0,,,672000.0,False,False,False,False,True,True,False,False
1466,10,15,17.0,,,1612800.0,False,False,False,False,True,True,False,False
1471,86,15,12.0,,91967.26002990728,,False,False,False,False,False,True,False,True
1473,49,7,10.0,,,1663200.0,False,False,False,False,True,True,False,False
,39,15,,,108104.43629653304,403200.0,False,False,False,False,False,True,True,False
1492,34,9,,,119016.59942761826,,False,False,False,False,False,True,True,True
1498,22,3,9.0,,110469.83947445168,,False,False,False,False,False,True,False,True
1500,92,1,16.0,2021-08-01,,2240000.0,False,False,False,False,True,False,False,False
1535,72,2,,,172381.45800470762,1848000.0,False,False,False,False,False,True,True,False
1536,7,9,,2021-10-31,112111.9455923204,1680000.0,False,False,False,False,False,False,True,False
1541,12,15,,2024-08-13,105858.03743229284,100800.0,False,False,False,False,False,False,True,False
1562,22,4,,,132020.91960495725,1601600.0,False,False,False,False,False,True,True,False
1563,45,9,18.0,2023-04-14,,1904000.0,False,False,False,False,True,False,False,False
1566,39,4,20.0,,126580.21302778897,,False,False,False,False,False,True,False,True
1569,78,7,6.0,,,756000.0,False,False,False,False,True,True,False,False
1573,88,7,,,,151200.0,False,False,False,False,True,True,True,False
1579,38,9,,2021-05-29,115058.45591802608,784000.0,False,False,False,False,False,False,True,False
1587,78,5,14.0,,90029.50695230436,,False,False,False,False,False,True,False,True
1588,78,13,0.0,,,196000.0,False,False,False,False,True,True,False,False
1596,85,11,,,147230.8948955578,1411200.0,False,False,False,False,False,True,True,False
1616,87,17,6.0,,,840000.0,False,False,False,False,True,True,False,False
1624,16,7,,,136118.8741654084,1058400.0,False,False,False,False,False,True,True,False
,35,9,5.0,2022-09-16,,672000.0,False,False,False,False,True,False,False,False
1630,49,20,,,232072.339526471,1792000.0,False,False,False,False,False,True,True,False
1631,56,13,4.0,,,588000.0,False,False,False,False,True,True,False,False
1636,4,5,16.0,,,1428000.0,False,False,False,False,True,True,False,False
1653,50,20,14.0,,,3360000.0,False,False,False,False,True,True,False,False
1655,63,3,,,109391.57574015865,1108800.0,False,False,False,False,False,True,True,False
1656,73,5,7.0,,,588000.0,False,False,False,False,True,True,False,False
1661,1,19,,,103700.82838803418,1428000.0,False,False,False,False,False,True,True,False
1670,47,7,17.0,,,2419200.0,False,False,False,False,True,True,False,False
1671,33,6,13.0,,178337.8717227025,,False,False,False,False,False,True,False,True
1684,16,10,18.0,,,1702400.0,False,False,False,False,True,True,False,False
1688,3,13,11.0,,,2156000.0,False,False,False,False,True,True,False,False
1691,78,9,6.0,,,672000.0,False,False,False,False,True,True,False,False
,58,15,,2023-01-08,95361.31750714174,1512000.0,False,False,False,False,False,False,True,False
1702,64,19,9.0,,89983.46686853834,,False,False,False,False,False,True,False,True
1714,42,4,18.0,,132837.3339326784,,False,False,False,False,False,True,False,True
1716,20,3,14.0,2023-12-01,,1411200.0,False,False,False,False,True,False,False,False
,32,14,6.0,,,,False,False,False,False,True,True,False,True
1729,30,15,3.0,,,302400.0,False,False,False,False,True,True,False,False
1734,64,20,16.0,,211944.0386700907,,False,False,False,False,False,True,False,True
1735,76,2,,2021-01-17,173298.8011171249,504000.0,False,False,False,False,False,False,True,False
1739,51,13,7.0,,,1176000.0,False,False,False,False,True,True,False,False
,49,15,10.0,2023-03-17,,907200.0,False,False,False,False,True,False,False,False
1744,90,2,3.0,2022-01-03,,504000.0,False,False,False,False,True,False,False,False
1747,39,1,11.0,,,1400000.0,False,False,False,False,True,True,False,False
1769,80,18,,,146816.2896949948,1612800.0,False,False,False,False,False,True,True,False
,9,17,2.0,2021-07-13,166288.5187675458,,False,False,False,False,False,False,False,True
,26,5,,,,1512000.0,False,False,False,False,True,True,True,False
,77,15,,,101683.02429801492,1713600.0,False,False,False,False,False,True,True,False
1805,3,12,,,,252000.0,False,False,False,False,True,True,True,False
1815,3,3,13.0,,92940.86698007931,,False,False,False,False,False,True,False,True
1820,37,4,,,110942.52189624612,,False,False,False,False,False,True,True,True
1828,60,20,3.0,,,896000.0,False,False,False,False,True,True,False,False
1832,37,18,14.0,,123816.954267957,,False,False,False,False,False,True,False,True
1834,78,14,6.0,,,901600.0,False,False,False,False,True,True,False,False
1835,37,17,2.0,,,504000.0,False,False,False,False,True,True,False,False
1838,47,12,8.0,,,588000.0,False,False,False,False,True,True,False,False
1840,71,15,1.0,,110597.64084880562,,False,False,False,False,False,True,False,True
1841,15,9,9.0,,119700.51671322464,,False,False,False,False,False,True,False,True
1842,49,9,12.0,,118421.52580582036,,False,False,False,False,False,True,False,True
,68,12,21.0,,,1680000.0,False,False,False,False,True,True,False,False
1855,22,1,13.0,,,1960000.0,False,False,False,False,True,True,False,False
1857,88,4,,2023-07-17,,616000.0,False,False,False,False,True,False,True,False
1858,57,5,,,78994.61076922354,1176000.0,False,False,False,False,False,True,True,False
1870,43,5,,,90022.34283366949,420000.0,False,False,False,False,False,True,True,False
1877,78,9,,,107085.07358389604,1344000.0,False,False,False,False,False,True,True,False
1880,66,18,6.0,,,806400.0,False,False,False,False,True,True,False,False
1885,66,7,15.0,2024-03-17,,2419200.0,False,False,False,False,True,False,False,False
,39,10,16.0,,,1344000.0,False,False,False,False,True,True,False,False
1893,27,18,5.0,,128019.0244602948,,False,False,False,False,False,True,False,True
1900,72,20,,2024-10-02,229014.45037238573,1344000.0,False,False,False,False,False,False,True,False
1903,85,2,,,173966.58202968907,2184000.0,False,False,False,False,False,True,True,False
1911,100,19,,,,1047200.0,False,False,False,False,True,True,True,False
1914,12,12,17.0,,91989.74156733773,,False,False,False,False,False,True,False,True
1915,43,10,13.0,,,1164800.0,False,False,False,False,True,True,False,False
1917,4,19,19.0,,,1808800.0,False,False,False,False,True,True,False,False
1921,33,15,3.0,,,201600.0,False,False,False,False,True,True,False,False
1923,66,2,5.0,,164788.15841534603,,False,False,False,False,False,True,False,True
1926,55,11,16.0,,154734.49598241688,,False,False,False,False,False,True,False,True
1930,7,11,8.0,,,1097600.0,False,False,False,False,True,True,False,False
1943,55,17,,,157991.3621250309,672000.0,False,False,False,False,False,True,True,False
,13,19,17.0,2023-04-11,97511.08761742942,,False,False,False,False,False,False,False,True
1949,24,18,6.0,,,806400.0,False,False,False,False,True,True,False,False
1952,39,5,3.0,,,168000.0,False,False,False,False,True,True,False,False
1959,2,4,,,127648.8327174714,1108800.0,False,False,False,False,False,True,True,False
,79,4,18.0,,116126.90742891905,,False,False,False,False,False,True,False,True
1972,93,15,,,92545.0379345416,201600.0,False,False,False,False,False,True,True,False
,77,14,,,,515200.0,False,False,False,False,True,True,True,False
1982,34,4,8.0,2024-05-01,114784.79117213252,,False,False,False,False,False,False,False,True
