Unnamed: 0,Transaction_ID,Company_ID,Product_ID,Quantity,Transaction_Date,Product_Price,Total_Cost,missing_company,invalid_company,missing_product,invalid_product,missing_price,missing_date,missing_qty,missing_total_cost
47.0,48.0,92.0,19.0,9.0,25-04-2023,104674.10023760686,761600.0,False,False,False,False,False,False,False,False
50.0,51.0,27.0,2.0,19.0,08/04/2024,169702.40591547184,3024000.0,False,False,False,False,False,False,False,False
51.0,52.0,39.0,10.0,7.0,21-12-2020,95132.47508721208,537600.0,False,False,False,False,False,False,False,False
54.0,55.0,100.0,19.0,19.0,"March 18, 2021",87600.3198505344,1713600.0,False,False,False,False,False,False,False,False
,,94.0,1.0,4.0,06-09-2022,130046.13489927052,700000.0,False,False,False,False,False,False,False,False
60.0,61.0,71.0,7.0,15.0,11/10/2021,161848.4118444253,2116800.0,False,False,False,False,False,False,False,False
,62.0,30.0,2.0,7.0,2024/01/01,154604.60558444785,1008000.0,False,False,False,False,False,False,False,False
62.0,63.0,95.0,17.0,16.0,08-03-2021,160744.7424348349,2520000.0,False,False,False,False,False,False,False,False
64.0,65.0,5.0,2.0,3.0,2022/12/21,170103.4952340756,504000.0,False,False,False,False,False,False,False,False
67.0,,82.0,19.0,5.0,2024/09/19,98348.0987085968,571200.0,False,False,False,False,False,False,False,False
68.0,69.0,63.0,6.0,18.0,"April 19, 2023",191865.8777266378,3225600.0,False,False,False,False,False,False,False,False
71.0,72.0,48.0,15.0,16.0,14-03-2022,103000.74352604902,1612800.0,False,False,False,False,False,False,False,False
,73.0,70.0,15.0,0.0,16-06-2024,103908.50984399272,100800.0,False,False,False,False,False,False,False,False
73.0,74.0,44.0,17.0,5.0,05/09/2022,156408.64993528827,840000.0,False,False,False,False,False,False,False,False
74.0,75.0,51.0,3.0,4.0,02/12/2024,102820.9381495435,504000.0,False,False,False,False,False,False,False,False
75.0,76.0,12.0,2.0,5.0,03-02-2023,175224.47114178885,1008000.0,False,False,False,False,False,False,False,False
76.0,77.0,17.0,4.0,9.0,2022/02/26,134913.4726420455,1232000.0,False,False,False,False,False,False,False,False
79.0,80.0,91.0,18.0,17.0,2021/09/10,147779.8506633818,2284800.0,False,False,False,False,False,False,False,False
80.0,81.0,61.0,15.0,10.0,05/26/2024,105434.57547931973,907200.0,False,False,False,False,False,False,False,False
82.0,,67.0,14.0,13.0,12/24/2021,141571.51322480384,1674400.0,False,False,False,False,False,False,False,False
86.0,87.0,55.0,15.0,14.0,"July 18, 2022",107263.84366479564,1411200.0,False,False,False,False,False,False,False,False
93.0,94.0,31.0,6.0,7.0,23-03-2023,190251.04821268932,1075200.0,False,False,False,False,False,False,False,False
96.0,97.0,57.0,13.0,20.0,11/26/2023,206794.28050408937,3724000.0,False,False,False,False,False,False,False,False
98.0,99.0,97.0,17.0,16.0,"October 13, 2022",152117.76541522297,2520000.0,False,False,False,False,False,False,False,False
101.0,102.0,17.0,15.0,16.0,"June 09, 2021",104998.95366752034,1713600.0,False,False,False,False,False,False,False,False
103.0,104.0,7.0,19.0,9.0,09/22/2022,96246.31394821306,952000.0,False,False,False,False,False,False,False,False
104.0,105.0,33.0,2.0,3.0,"July 18, 2022",162269.3023970475,504000.0,False,False,False,False,False,False,False,False
106.0,107.0,72.0,1.0,6.0,"July 01, 2022",152513.17409046597,980000.0,False,False,False,False,False,False,False,False
108.0,,75.0,3.0,1.0,2024/10/14,105417.36026541964,100800.0,False,False,False,False,False,False,False,False
109.0,110.0,59.0,3.0,1.0,"September 25, 2024",99870.2218200304,100800.0,False,False,False,False,False,False,False,False
111.0,112.0,38.0,9.0,18.0,08/11/2021,101680.82652561652,2016000.0,False,False,False,False,False,False,False,False
112.0,113.0,7.0,13.0,18.0,01/27/2021,191376.31687971856,3528000.0,False,False,False,False,False,False,False,False
114.0,115.0,35.0,20.0,12.0,05/04/2022,218875.35187667463,2464000.0,False,False,False,False,False,False,False,False
115.0,116.0,13.0,12.0,17.0,01/12/2021,82159.19111725902,1428000.0,False,False,False,False,False,False,False,False
116.0,117.0,61.0,7.0,9.0,2020/12/01,151139.15595824635,1512000.0,False,False,False,False,False,False,False,False
117.0,118.0,54.0,17.0,2.0,03-02-2023,176448.56319073474,336000.0,False,False,False,False,False,False,False,False
,120.0,38.0,9.0,6.0,2024/02/06,115681.41372102968,560000.0,False,False,False,False,False,False,False,False
,122.0,91.0,17.0,15.0,"March 08, 2024",162506.38511779875,2352000.0,False,False,False,False,False,False,False,False
122.0,123.0,79.0,6.0,18.0,11/16/2020,183310.20746730716,3404800.0,False,False,False,False,False,False,False,False
,124.0,19.0,15.0,14.0,04/30/2024,92213.84453308376,1411200.0,False,False,False,False,False,False,False,False
124.0,125.0,29.0,17.0,12.0,2020/11/01,170160.19274658096,1848000.0,False,False,False,False,False,False,False,False
126.0,127.0,64.0,5.0,4.0,"November 18, 2022",75943.08246453946,252000.0,False,False,False,False,False,False,False,False
127.0,128.0,32.0,7.0,19.0,12/06/2023,144758.7228621528,2721600.0,False,False,False,False,False,False,False,False
128.0,129.0,90.0,12.0,2.0,"January 04, 2021",85230.17025938461,168000.0,False,False,False,False,False,False,False,False
132.0,133.0,98.0,3.0,9.0,03/24/2024,97574.64229438636,806400.0,False,False,False,False,False,False,False,False
133.0,134.0,51.0,15.0,3.0,2023/05/02,107741.13064878792,201600.0,False,False,False,False,False,False,False,False
134.0,135.0,70.0,1.0,7.0,17-07-2021,145919.92900093284,980000.0,False,False,False,False,False,False,False,False
137.0,138.0,29.0,6.0,6.0,"August 23, 2022",189940.47942726687,896000.0,False,False,False,False,False,False,False,False
140.0,141.0,76.0,2.0,10.0,13-03-2024,177689.48274149,1512000.0,False,False,False,False,False,False,False,False
141.0,142.0,49.0,13.0,17.0,05/24/2024,180318.09155612305,3528000.0,False,False,False,False,False,False,False,False
142.0,143.0,63.0,9.0,1.0,"June 20, 2024",104333.86047275942,224000.0,False,False,False,False,False,False,False,False
144.0,145.0,78.0,14.0,18.0,11-11-2020,136794.2284869184,2447200.0,False,False,False,False,False,False,False,False
145.0,146.0,82.0,11.0,0.0,05-10-2024,144109.21009185282,156800.0,False,False,False,False,False,False,False,False
147.0,148.0,84.0,4.0,18.0,03-10-2023,126765.33884106192,2217600.0,False,False,False,False,False,False,False,False
149.0,,80.0,12.0,21.0,01/09/2024,87207.89868912824,1680000.0,False,False,False,False,False,False,False,False
152.0,153.0,53.0,14.0,5.0,2024/08/01,118864.33997906873,772800.0,False,False,False,False,False,False,False,False
153.0,154.0,90.0,20.0,9.0,03/23/2024,207435.3057854793,2240000.0,False,False,False,False,False,False,False,False
158.0,159.0,95.0,3.0,6.0,06/18/2023,110717.10272248022,504000.0,False,False,False,False,False,False,False,False
159.0,160.0,55.0,11.0,4.0,2023/10/19,162599.63724409652,470400.0,False,False,False,False,False,False,False,False
,,54.0,11.0,11.0,24-06-2023,152564.11862553252,1724800.0,False,False,False,False,False,False,False,False
,163.0,46.0,15.0,13.0,"November 03, 2021",97515.9209799891,1209600.0,False,False,False,False,False,False,False,False
164.0,165.0,83.0,9.0,4.0,18-09-2021,115048.5553265814,336000.0,False,False,False,False,False,False,False,False
,167.0,80.0,9.0,15.0,2024/01/10,106817.0972003646,1568000.0,False,False,False,False,False,False,False,False
167.0,168.0,37.0,14.0,5.0,02-05-2021,141345.31361595303,515200.0,False,False,False,False,False,False,False,False
169.0,170.0,75.0,2.0,8.0,10-03-2024,183736.9738765265,1344000.0,False,False,False,False,False,False,False,False
171.0,172.0,68.0,2.0,3.0,06/10/2023,157598.6137305079,504000.0,False,False,False,False,False,False,False,False
172.0,173.0,39.0,4.0,10.0,"June 29, 2024",119667.61697314044,1355200.0,False,False,False,False,False,False,False,False
174.0,175.0,16.0,17.0,3.0,09/15/2023,172265.80331910335,672000.0,False,False,False,False,False,False,False,False
175.0,,90.0,1.0,6.0,2023/12/28,136282.2195380804,980000.0,False,False,False,False,False,False,False,False
177.0,178.0,37.0,4.0,14.0,"July 11, 2023",133726.74223977342,1724800.0,False,False,False,False,False,False,False,False
182.0,183.0,26.0,11.0,3.0,2022/10/10,154776.31624967942,627200.0,False,False,False,False,False,False,False,False
184.0,185.0,60.0,3.0,15.0,"July 25, 2021",106410.57177554056,1512000.0,False,False,False,False,False,False,False,False
186.0,187.0,67.0,17.0,14.0,"August 03, 2023",162040.2319544383,2184000.0,False,False,False,False,False,False,False,False
187.0,188.0,65.0,6.0,9.0,"June 20, 2021",192154.57809366577,1792000.0,False,False,False,False,False,False,False,False
191.0,192.0,57.0,11.0,9.0,04/07/2023,170576.61584922334,1254400.0,False,False,False,False,False,False,False,False
195.0,196.0,89.0,15.0,15.0,"August 31, 2023",91112.58144514287,1612800.0,False,False,False,False,False,False,False,False
197.0,198.0,19.0,11.0,9.0,09/30/2023,148443.11349861402,1254400.0,False,False,False,False,False,False,False,False
199.0,200.0,82.0,10.0,6.0,05/14/2022,94861.93349104078,537600.0,False,False,False,False,False,False,False,False
,,59.0,18.0,13.0,2021/01/07,142599.77138049103,1612800.0,False,False,False,False,False,False,False,False
204.0,205.0,12.0,20.0,8.0,11/27/2022,223852.34446033032,1792000.0,False,False,False,False,False,False,False,False
205.0,206.0,35.0,18.0,12.0,"August 11, 2021",126095.39675629624,1612800.0,False,False,False,False,False,False,False,False
206.0,,3.0,14.0,1.0,26-02-2024,141518.7643259001,128800.0,False,False,False,False,False,False,False,False
207.0,208.0,46.0,20.0,16.0,12-10-2023,209254.8011339003,3360000.0,False,False,False,False,False,False,False,False
210.0,211.0,46.0,10.0,2.0,"May 08, 2022",84047.05940822819,268800.0,False,False,False,False,False,False,False,False
211.0,212.0,87.0,13.0,16.0,2021/01/23,211328.0593463328,3332000.0,False,False,False,False,False,False,False,False
,213.0,63.0,9.0,16.0,"December 08, 2021",112190.77487331998,1904000.0,False,False,False,False,False,False,False,False
213.0,214.0,34.0,6.0,7.0,07/14/2024,183081.40942203416,1254400.0,False,False,False,False,False,False,False,False
,217.0,37.0,20.0,2.0,11/09/2022,213890.41794489505,224000.0,False,False,False,False,False,False,False,False
217.0,218.0,9.0,13.0,11.0,14-08-2021,211216.06064181097,2156000.0,False,False,False,False,False,False,False,False
218.0,,75.0,11.0,1.0,"November 28, 2020",152409.91501730317,313600.0,False,False,False,False,False,False,False,False
223.0,224.0,32.0,3.0,17.0,2021/03/04,93527.21565264826,1612800.0,False,False,False,False,False,False,False,False
,228.0,4.0,20.0,10.0,"March 13, 2021",229361.3507721969,2016000.0,False,False,False,False,False,False,False,False
228.0,229.0,72.0,6.0,13.0,18-04-2023,161609.88586160628,2150400.0,False,False,False,False,False,False,False,False
230.0,231.0,78.0,3.0,11.0,06-11-2021,99262.917917311,1209600.0,False,False,False,False,False,False,False,False
,233.0,78.0,2.0,10.0,08/08/2024,158952.82082320438,1512000.0,False,False,False,False,False,False,False,False
,235.0,1.0,10.0,12.0,"September 22, 2024",82859.53135103767,985600.0,False,False,False,False,False,False,False,False
235.0,236.0,30.0,3.0,10.0,2021/06/13,108277.85219292431,1008000.0,False,False,False,False,False,False,False,False
236.0,237.0,83.0,18.0,4.0,2023/11/30,133002.4178412807,537600.0,False,False,False,False,False,False,False,False
237.0,238.0,16.0,6.0,15.0,"January 10, 2022",164753.3485543196,2508800.0,False,False,False,False,False,False,False,False
238.0,239.0,96.0,1.0,15.0,2022/07/11,144531.3584221865,1960000.0,False,False,False,False,False,False,False,False
241.0,242.0,81.0,18.0,16.0,22-05-2024,125126.48883107794,2284800.0,False,False,False,False,False,False,False,False
,,90.0,1.0,6.0,"February 13, 2021",135376.44047480496,980000.0,False,False,False,False,False,False,False,False
245.0,246.0,7.0,6.0,17.0,"December 15, 2020",170846.64089366305,3046400.0,False,False,False,False,False,False,False,False
246.0,247.0,90.0,18.0,9.0,02/03/2022,128265.16156318052,1344000.0,False,False,False,False,False,False,False,False
247.0,,39.0,3.0,1.0,"September 23, 2024",93440.12451106455,201600.0,False,False,False,False,False,False,False,False
249.0,250.0,37.0,17.0,17.0,2024/09/21,172537.17980104068,2856000.0,False,False,False,False,False,False,False,False
254.0,,29.0,2.0,13.0,"May 16, 2021",159509.3988458211,2016000.0,False,False,False,False,False,False,False,False
,256.0,19.0,13.0,11.0,"May 25, 2022",203057.9330345118,2352000.0,False,False,False,False,False,False,False,False
260.0,261.0,33.0,6.0,1.0,23-09-2024,170107.77621806247,358400.0,False,False,False,False,False,False,False,False
261.0,262.0,2.0,13.0,7.0,11/21/2021,177116.54763571575,1372000.0,False,False,False,False,False,False,False,False
264.0,265.0,34.0,10.0,20.0,10/18/2021,97942.94379444518,1792000.0,False,False,False,False,False,False,False,False
268.0,269.0,42.0,4.0,8.0,"August 23, 2024",114506.28933811332,862400.0,False,False,False,False,False,False,False,False
269.0,270.0,15.0,12.0,5.0,12-05-2022,78446.14927285902,504000.0,False,False,False,False,False,False,False,False
271.0,272.0,41.0,5.0,5.0,"August 06, 2024",80731.90448514248,336000.0,False,False,False,False,False,False,False,False
,276.0,65.0,6.0,13.0,10/26/2023,169303.06755912406,2150400.0,False,False,False,False,False,False,False,False
278.0,279.0,91.0,6.0,8.0,24-01-2021,176337.40375394258,1612800.0,False,False,False,False,False,False,False,False
280.0,281.0,77.0,20.0,12.0,"August 29, 2024",232632.9779995728,2912000.0,False,False,False,False,False,False,False,False
285.0,286.0,75.0,15.0,3.0,09-03-2022,107770.5471872011,403200.0,False,False,False,False,False,False,False,False
287.0,288.0,16.0,14.0,13.0,"April 01, 2021",132894.08811938966,1803200.0,False,False,False,False,False,False,False,False
288.0,289.0,37.0,14.0,12.0,18-09-2022,133617.15867521832,1416800.0,False,False,False,False,False,False,False,False
291.0,292.0,97.0,14.0,7.0,2023/07/20,120434.77960665588,1030400.0,False,False,False,False,False,False,False,False
293.0,294.0,80.0,6.0,15.0,2024/01/31,194779.14141339436,2867200.0,False,False,False,False,False,False,False,False
,295.0,31.0,18.0,20.0,"October 04, 2022",129706.55586544747,2553600.0,False,False,False,False,False,False,False,False
295.0,296.0,68.0,13.0,16.0,11/17/2022,210348.92249287557,3332000.0,False,False,False,False,False,False,False,False
296.0,,50.0,3.0,3.0,"November 02, 2023",96193.59404992564,302400.0,False,False,False,False,False,False,False,False
297.0,298.0,93.0,9.0,11.0,"January 06, 2022",101746.77831541462,1344000.0,False,False,False,False,False,False,False,False
298.0,299.0,10.0,12.0,4.0,09-02-2023,91571.68703737554,420000.0,False,False,False,False,False,False,False,False
301.0,302.0,61.0,5.0,8.0,04/11/2024,89666.521921925,672000.0,False,False,False,False,False,False,False,False
303.0,304.0,16.0,19.0,14.0,03/26/2021,102502.17986585828,1332800.0,False,False,False,False,False,False,False,False
304.0,,76.0,14.0,9.0,02/21/2021,137135.58375736306,1288000.0,False,False,False,False,False,False,False,False
305.0,306.0,85.0,9.0,5.0,01/12/2022,117535.79062521756,448000.0,False,False,False,False,False,False,False,False
307.0,308.0,82.0,13.0,11.0,03/05/2021,179863.34949834773,1960000.0,False,False,False,False,False,False,False,False
309.0,310.0,90.0,20.0,2.0,2023/12/15,241461.3727878062,224000.0,False,False,False,False,False,False,False,False
310.0,311.0,64.0,11.0,12.0,"March 27, 2021",155824.65633161136,1724800.0,False,False,False,False,False,False,False,False
318.0,319.0,50.0,6.0,11.0,19-08-2024,162221.24185825375,1971200.0,False,False,False,False,False,False,False,False
319.0,320.0,93.0,10.0,11.0,2022/10/04,96047.73116671357,896000.0,False,False,False,False,False,False,False,False
320.0,321.0,30.0,15.0,7.0,11/24/2022,109446.55815312696,705600.0,False,False,False,False,False,False,False,False
324.0,325.0,53.0,4.0,13.0,"October 14, 2022",118460.2392765292,1478400.0,False,False,False,False,False,False,False,False
325.0,326.0,96.0,20.0,11.0,"August 11, 2022",223283.5094679447,2240000.0,False,False,False,False,False,False,False,False
329.0,330.0,23.0,2.0,18.0,2021/02/17,154294.7653713449,2856000.0,False,False,False,False,False,False,False,False
331.0,332.0,92.0,19.0,8.0,25-11-2023,104687.92838168627,761600.0,False,False,False,False,False,False,False,False
,333.0,72.0,19.0,7.0,"July 01, 2022",87217.05664427331,571200.0,False,False,False,False,False,False,False,False
333.0,334.0,60.0,10.0,1.0,02-03-2021,85528.45471930961,179200.0,False,False,False,False,False,False,False,False
335.0,336.0,2.0,5.0,15.0,2021/12/15,85929.9712656287,1344000.0,False,False,False,False,False,False,False,False
336.0,337.0,5.0,6.0,4.0,"September 07, 2023",170896.3042602598,537600.0,False,False,False,False,False,False,False,False
337.0,338.0,90.0,9.0,5.0,2023/09/17,116048.83055326113,672000.0,False,False,False,False,False,False,False,False
339.0,340.0,97.0,7.0,14.0,06-03-2023,148783.99442437568,2116800.0,False,False,False,False,False,False,False,False
340.0,,39.0,13.0,17.0,02/18/2023,193698.19003873647,3332000.0,False,False,False,False,False,False,False,False
341.0,342.0,47.0,1.0,2.0,"November 16, 2022",132492.39094385027,420000.0,False,False,False,False,False,False,False,False
344.0,345.0,89.0,14.0,16.0,17-09-2024,132648.11516137398,1932000.0,False,False,False,False,False,False,False,False
346.0,347.0,23.0,18.0,15.0,19-09-2021,140079.92468433527,1881600.0,False,False,False,False,False,False,False,False
,352.0,49.0,15.0,2.0,17-06-2022,101023.32427232272,100800.0,False,False,False,False,False,False,False,False
352.0,353.0,94.0,2.0,14.0,"March 24, 2023",169074.80203791204,2352000.0,False,False,False,False,False,False,False,False
353.0,354.0,45.0,3.0,19.0,05-10-2023,96333.81672103098,1814400.0,False,False,False,False,False,False,False,False
,355.0,96.0,6.0,14.0,24-01-2021,189201.5194036555,2508800.0,False,False,False,False,False,False,False,False
360.0,361.0,93.0,3.0,20.0,2022/11/16,91156.79418428092,2016000.0,False,False,False,False,False,False,False,False
361.0,362.0,70.0,15.0,13.0,2021/09/02,107991.27867864278,1310400.0,False,False,False,False,False,False,False,False
364.0,365.0,9.0,7.0,12.0,2022/07/21,144951.1778679665,1814400.0,False,False,False,False,False,False,False,False
,,9.0,15.0,4.0,11-10-2024,102926.21315151996,302400.0,False,False,False,False,False,False,False,False
368.0,369.0,23.0,6.0,8.0,01/28/2022,180208.39335179311,1254400.0,False,False,False,False,False,False,False,False
,371.0,60.0,10.0,12.0,09-06-2021,91322.25054159606,985600.0,False,False,False,False,False,False,False,False
372.0,,2.0,9.0,17.0,12/02/2023,106510.00882228914,1904000.0,False,False,False,False,False,False,False,False
373.0,374.0,47.0,18.0,4.0,"October 27, 2021",140797.39872194422,403200.0,False,False,False,False,False,False,False,False
374.0,375.0,48.0,1.0,12.0,"June 08, 2023",150144.94446411054,1680000.0,False,False,False,False,False,False,False,False
377.0,378.0,60.0,6.0,7.0,2023/03/03,190095.19204704833,1433600.0,False,False,False,False,False,False,False,False
378.0,379.0,79.0,20.0,13.0,04/03/2023,228690.9448279106,2912000.0,False,False,False,False,False,False,False,False
379.0,380.0,86.0,14.0,19.0,"September 25, 2022",130927.97901286263,2576000.0,False,False,False,False,False,False,False,False
,381.0,45.0,6.0,14.0,2022/04/16,193178.04310584525,2688000.0,False,False,False,False,False,False,False,False
389.0,390.0,31.0,18.0,0.0,04/17/2024,145861.46161517248,134400.0,False,False,False,False,False,False,False,False
390.0,391.0,55.0,4.0,8.0,2021/01/07,112858.8954691749,1108800.0,False,False,False,False,False,False,False,False
391.0,392.0,23.0,6.0,13.0,"January 19, 2021",193116.8363277508,2508800.0,False,False,False,False,False,False,False,False
393.0,394.0,96.0,5.0,8.0,01/27/2021,75705.21119251338,588000.0,False,False,False,False,False,False,False,False
395.0,396.0,73.0,14.0,7.0,10/19/2021,130692.865480406,1030400.0,False,False,False,False,False,False,False,False
396.0,397.0,3.0,18.0,20.0,02/11/2024,146532.5079912479,2553600.0,False,False,False,False,False,False,False,False
397.0,398.0,67.0,19.0,3.0,11-08-2024,85879.18407993008,190400.0,False,False,False,False,False,False,False,False
400.0,401.0,25.0,11.0,10.0,01-02-2022,150549.1287399247,1724800.0,False,False,False,False,False,False,False,False
408.0,,7.0,2.0,4.0,2023/03/12,152212.0045285784,840000.0,False,False,False,False,False,False,False,False
409.0,,80.0,2.0,7.0,"September 07, 2024",153078.53611749125,1176000.0,False,False,False,False,False,False,False,False
410.0,411.0,83.0,14.0,20.0,06/27/2022,141512.84354194053,2447200.0,False,False,False,False,False,False,False,False
411.0,,48.0,19.0,15.0,"January 30, 2022",96507.86977365884,1523200.0,False,False,False,False,False,False,False,False
412.0,413.0,66.0,6.0,14.0,2022/11/08,195890.99897102977,2688000.0,False,False,False,False,False,False,False,False
417.0,418.0,53.0,20.0,18.0,2023/05/08,224935.86187452555,4032000.0,False,False,False,False,False,False,False,False
421.0,422.0,20.0,10.0,2.0,"March 15, 2022",82112.75814421488,268800.0,False,False,False,False,False,False,False,False
423.0,424.0,84.0,2.0,4.0,"October 15, 2022",160801.69189779204,840000.0,False,False,False,False,False,False,False,False
424.0,425.0,61.0,10.0,9.0,2023/12/08,83380.98746974408,716800.0,False,False,False,False,False,False,False,False
426.0,427.0,50.0,13.0,4.0,09/18/2024,201636.07502094435,588000.0,False,False,False,False,False,False,False,False
427.0,428.0,67.0,14.0,6.0,28-06-2021,137828.0382743629,772800.0,False,False,False,False,False,False,False,False
429.0,430.0,83.0,7.0,4.0,06-05-2022,155287.79472313894,453600.0,False,False,False,False,False,False,False,False
431.0,432.0,65.0,7.0,7.0,03/16/2023,158094.61763168348,1058400.0,False,False,False,False,False,False,False,False
432.0,433.0,82.0,10.0,2.0,04-07-2022,85186.25755802091,179200.0,False,False,False,False,False,False,False,False
435.0,436.0,38.0,12.0,5.0,2024/05/06,78457.87537510919,420000.0,False,False,False,False,False,False,False,False
437.0,438.0,25.0,14.0,8.0,2022/07/10,132068.61061579327,901600.0,False,False,False,False,False,False,False,False
438.0,439.0,85.0,11.0,19.0,22-04-2022,165903.84206341277,3136000.0,False,False,False,False,False,False,False,False
445.0,446.0,19.0,15.0,19.0,2021/04/26,102232.37556566,1915200.0,False,False,False,False,False,False,False,False
447.0,448.0,85.0,12.0,12.0,"March 24, 2024",90882.99761780868,924000.0,False,False,False,False,False,False,False,False
449.0,450.0,25.0,7.0,13.0,07/27/2023,139914.75750516166,1965600.0,False,False,False,False,False,False,False,False
450.0,451.0,61.0,4.0,6.0,"July 19, 2023",120120.41893833502,616000.0,False,False,False,False,False,False,False,False
451.0,452.0,81.0,9.0,4.0,11/09/2022,115869.64852687622,560000.0,False,False,False,False,False,False,False,False
453.0,454.0,20.0,7.0,17.0,06-12-2022,155678.46448570368,2721600.0,False,False,False,False,False,False,False,False
457.0,458.0,44.0,11.0,15.0,2021/10/31,167102.85938210614,2195200.0,False,False,False,False,False,False,False,False
458.0,459.0,97.0,18.0,15.0,"March 15, 2023",125257.22228112156,2150400.0,False,False,False,False,False,False,False,False
461.0,462.0,70.0,12.0,16.0,2023/08/31,83296.33882471976,1344000.0,False,False,False,False,False,False,False,False
464.0,465.0,62.0,7.0,3.0,09/16/2022,163419.6311683842,604800.0,False,False,False,False,False,False,False,False
465.0,466.0,9.0,7.0,12.0,19-12-2022,165951.88215261785,1965600.0,False,False,False,False,False,False,False,False
467.0,468.0,57.0,12.0,3.0,2020/11/21,87951.63783153906,168000.0,False,False,False,False,False,False,False,False
470.0,471.0,33.0,4.0,20.0,28-01-2022,116123.3901277338,2464000.0,False,False,False,False,False,False,False,False
474.0,475.0,29.0,7.0,7.0,2021/06/24,144184.91765968793,1209600.0,False,False,False,False,False,False,False,False
475.0,476.0,81.0,3.0,18.0,"December 18, 2021",92558.3553058298,1814400.0,False,False,False,False,False,False,False,False
476.0,477.0,25.0,15.0,19.0,2022/07/09,110264.68749793828,1814400.0,False,False,False,False,False,False,False,False
477.0,478.0,71.0,12.0,7.0,14-01-2024,77981.98477311952,588000.0,False,False,False,False,False,False,False,False
,,38.0,10.0,15.0,"October 29, 2022",82190.63916763097,1344000.0,False,False,False,False,False,False,False,False
482.0,483.0,35.0,10.0,3.0,24-12-2023,97416.95123813517,358400.0,False,False,False,False,False,False,False,False
483.0,484.0,91.0,18.0,9.0,"September 03, 2022",124499.03674511088,1344000.0,False,False,False,False,False,False,False,False
484.0,485.0,9.0,9.0,9.0,09/29/2021,121987.68757586143,1120000.0,False,False,False,False,False,False,False,False
487.0,488.0,79.0,12.0,15.0,2022/11/15,87081.20916483448,1260000.0,False,False,False,False,False,False,False,False
491.0,,94.0,10.0,14.0,18-11-2021,82492.27152398496,1344000.0,False,False,False,False,False,False,False,False
,493.0,89.0,9.0,7.0,"December 13, 2023",115005.10014692052,784000.0,False,False,False,False,False,False,False,False
495.0,,87.0,6.0,9.0,2021/11/09,175814.63883545605,1433600.0,False,False,False,False,False,False,False,False
,501.0,48.0,12.0,3.0,02/19/2024,92372.4461432679,336000.0,False,False,False,False,False,False,False,False
502.0,503.0,59.0,5.0,6.0,07/20/2021,90295.91143315984,420000.0,False,False,False,False,False,False,False,False
504.0,505.0,21.0,19.0,6.0,20-05-2023,97872.9557520442,666400.0,False,False,False,False,False,False,False,False
507.0,508.0,76.0,13.0,5.0,2023/03/16,190133.478844532,1176000.0,False,False,False,False,False,False,False,False
510.0,511.0,72.0,3.0,6.0,"September 09, 2024",108919.82844742108,705600.0,False,False,False,False,False,False,False,False
512.0,513.0,31.0,9.0,12.0,2021/06/15,117519.21071250278,1232000.0,False,False,False,False,False,False,False,False
515.0,516.0,97.0,18.0,6.0,03/12/2024,126969.72319916936,806400.0,False,False,False,False,False,False,False,False
517.0,518.0,73.0,7.0,18.0,07/03/2021,150348.32726742612,2570400.0,False,False,False,False,False,False,False,False
